rank,domain,theme,why_it_is_clever,checked_at
411,"gatheroso.com",sharing,"""gather"" (to bring people together) + ""-oso"" (full of (Spanish/Italian -oso)) — evokes gather with a sense of full of.",2026-07-23T22:05:03.813Z
412,"gathervel.com",sharing,"""gather"" (to bring people together) + ""-vel"" (swift and lively (from velocity)) — evokes gather with a sense of swift and lively.",2026-07-23T22:05:03.813Z
413,"gatheryx.com",sharing,"""gather"" (to bring people together) + ""-yx"" (crystalline finish (like onyx)) — evokes gather with a sense of crystalline finish.",2026-07-23T22:05:03.813Z
414,"guildari.com",sharing,"""guild"" (a group working together) + ""-ari"" (a maker or keeper) — evokes guild with a sense of a maker or keeper.",2026-07-23T22:05:03.813Z
415,"guildetto.com",sharing,"""guild"" (a group working together) + ""-etto"" (little one (Italian diminutive)) — evokes guild with a sense of little one.",2026-07-23T22:05:03.813Z
416,"guildflux.com",sharing,"""guild"" (a group working together) + ""-flux"" (flow / constant motion) — evokes guild with a sense of flow / constant motion.",2026-07-23T22:05:03.813Z
417,"guildika.com",sharing,"""guild"" (a group working together) + ""-ika"" (bright and quick (playful coinage)) — evokes guild with a sense of bright and quick.",2026-07-23T22:05:03.813Z
418,"guildlume.com",sharing,"""guild"" (a group working together) + ""-lume"" (light (from Latin lumen)) — evokes guild with a sense of light.",2026-07-23T22:05:03.813Z
419,"guildmira.com",sharing,"""guild"" (a group working together) + ""-mira"" (wonder (from Latin mirari, to marvel)) — evokes guild with a sense of wonder.",2026-07-23T22:05:03.813Z
420,"guildoso.com",sharing,"""guild"" (a group working together) + ""-oso"" (full of (Spanish/Italian -oso)) — evokes guild with a sense of full of.",2026-07-23T22:05:03.813Z
421,"guildvel.com",sharing,"""guild"" (a group working together) + ""-vel"" (swift and lively (from velocity)) — evokes guild with a sense of swift and lively.",2026-07-23T22:05:03.813Z
422,"harboreon.com",sharing,"""harbor"" (a safe place to gather ships) + ""-eon"" (an age / something lasting) — evokes harbor with a sense of an age / something lasting.",2026-07-23T22:08:39.207Z
423,"harborera.com",sharing,"""harbor"" (a safe place to gather ships) + ""-era"" (an age of its own) — evokes harbor with a sense of an age of its own.",2026-07-23T22:08:39.207Z
424,"harbormira.com",sharing,"""harbor"" (a safe place to gather ships) + ""-mira"" (wonder (from Latin mirari)) — evokes harbor with a sense of wonder.",2026-07-23T22:08:39.207Z
425,"harborora.com",sharing,"""harbor"" (a safe place to gather ships) + ""-ora"" (an hour / a shining moment) — evokes harbor with a sense of an hour / a shining moment.",2026-07-23T22:08:39.207Z
426,"harborova.com",sharing,"""harbor"" (a safe place to gather ships) + ""-ova"" (new (from Latin novus)) — evokes harbor with a sense of new.",2026-07-23T22:08:39.207Z
427,"harborsigil.com",sharing,"""harbor"" (a safe place to gather ships) + ""-sigil"" (a symbol with power) — evokes harbor with a sense of a symbol with power.",2026-07-23T22:08:39.207Z
428,"harborune.com",sharing,"""harbor"" (a safe place to gather ships) + ""-rune"" (an ancient symbol of meaning) — evokes harbor with a sense of an ancient symbol of meaning.",2026-07-23T22:08:39.207Z
429,"harborvel.com",sharing,"""harbor"" (a safe place to gather ships) + ""-vel"" (swift and lively (from velocity)) — evokes harbor with a sense of swift and lively.",2026-07-23T22:08:39.207Z
430,"invitecairn.com",sharing,"""invite"" (to bring someone in) + ""-cairn"" (a stack of stones that marks a path) — evokes invite with a sense of a stack of stones that marks a path.",2026-07-23T22:08:39.207Z
431,"inviteflux.com",sharing,"""invite"" (to bring someone in) + ""-flux"" (flow / constant motion) — evokes invite with a sense of flow / constant motion.",2026-07-23T22:08:39.207Z
432,"inviteix.com",sharing,"""invite"" (to bring someone in) + ""-ix"" (a crisp modern tail (like Netflix)) — evokes invite with a sense of a crisp modern tail.",2026-07-23T22:08:39.207Z
433,"invitelume.com",sharing,"""invite"" (to bring someone in) + ""-lume"" (light (from Latin lumen)) — evokes invite with a sense of light.",2026-07-23T22:08:39.207Z
434,"invitemira.com",sharing,"""invite"" (to bring someone in) + ""-mira"" (wonder (from Latin mirari)) — evokes invite with a sense of wonder.",2026-07-23T22:08:39.207Z
435,"inviteova.com",sharing,"""invite"" (to bring someone in) + ""-ova"" (new (from Latin novus)) — evokes invite with a sense of new.",2026-07-23T22:08:39.207Z
436,"inviterune.com",sharing,"""invite"" (to bring someone in) + ""-rune"" (an ancient symbol of meaning) — evokes invite with a sense of an ancient symbol of meaning.",2026-07-23T22:08:39.207Z
437,"invitesigil.com",sharing,"""invite"" (to bring someone in) + ""-sigil"" (a symbol with power) — evokes invite with a sense of a symbol with power.",2026-07-23T22:08:39.207Z
438,"inviteura.com",sharing,"""invite"" (to bring someone in) + ""-aura"" (a glow or atmosphere) — evokes invite with a sense of a glow or atmosphere.",2026-07-23T22:08:39.207Z
439,"invitevel.com",sharing,"""invite"" (to bring someone in) + ""-vel"" (swift and lively (from velocity)) — evokes invite with a sense of swift and lively.",2026-07-23T22:08:39.207Z
440,"kinshipaura.com",sharing,"""kinship"" (close connection) + ""-aura"" (a glow or atmosphere) — evokes kinship with a sense of a glow or atmosphere.",2026-07-23T22:08:39.207Z
441,"kinshipcairn.com",sharing,"""kinship"" (close connection) + ""-cairn"" (a stack of stones that marks a path) — evokes kinship with a sense of a stack of stones that marks a path.",2026-07-23T22:08:39.207Z
442,"kinshipeon.com",sharing,"""kinship"" (close connection) + ""-eon"" (an age / something lasting) — evokes kinship with a sense of an age / something lasting.",2026-07-23T22:08:39.207Z
443,"kinshipera.com",sharing,"""kinship"" (close connection) + ""-era"" (an age of its own) — evokes kinship with a sense of an age of its own.",2026-07-23T22:08:39.207Z
444,"kinshipflux.com",sharing,"""kinship"" (close connection) + ""-flux"" (flow / constant motion) — evokes kinship with a sense of flow / constant motion.",2026-07-23T22:08:39.207Z
445,"kinshipix.com",sharing,"""kinship"" (close connection) + ""-ix"" (a crisp modern tail (like Netflix)) — evokes kinship with a sense of a crisp modern tail.",2026-07-23T22:08:39.207Z
446,"kinshiplume.com",sharing,"""kinship"" (close connection) + ""-lume"" (light (from Latin lumen)) — evokes kinship with a sense of light.",2026-07-23T22:08:39.207Z
447,"kinshipmira.com",sharing,"""kinship"" (close connection) + ""-mira"" (wonder (from Latin mirari)) — evokes kinship with a sense of wonder.",2026-07-23T22:08:39.207Z
448,"kinshipora.com",sharing,"""kinship"" (close connection) + ""-ora"" (an hour / a shining moment) — evokes kinship with a sense of an hour / a shining moment.",2026-07-23T22:08:39.207Z
449,"kinshipova.com",sharing,"""kinship"" (close connection) + ""-ova"" (new (from Latin novus)) — evokes kinship with a sense of new.",2026-07-23T22:08:39.207Z
450,"kinshiprune.com",sharing,"""kinship"" (close connection) + ""-rune"" (an ancient symbol of meaning) — evokes kinship with a sense of an ancient symbol of meaning.",2026-07-23T22:08:39.207Z
451,"kinshipsigil.com",sharing,"""kinship"" (close connection) + ""-sigil"" (a symbol with power) — evokes kinship with a sense of a symbol with power.",2026-07-23T22:08:39.207Z
452,"kinshipvel.com",sharing,"""kinship"" (close connection) + ""-vel"" (swift and lively (from velocity)) — evokes kinship with a sense of swift and lively.",2026-07-23T22:08:39.207Z
453,"kinshipwave.com",sharing,"""kinship"" (close connection) + ""-wave"" (a moving pulse) — evokes kinship with a sense of a moving pulse.",2026-07-23T22:08:39.207Z
454,"lanternaura.com",sharing,"""lantern"" (a carried light) + ""-aura"" (a glow or atmosphere) — evokes lantern with a sense of a glow or atmosphere.",2026-07-23T22:08:39.207Z
455,"lanterncairn.com",sharing,"""lantern"" (a carried light) + ""-cairn"" (a stack of stones that marks a path) — evokes lantern with a sense of a stack of stones that marks a path.",2026-07-23T22:08:39.207Z
456,"lanterneon.com",sharing,"""lantern"" (a carried light) + ""-eon"" (an age / something lasting) — evokes lantern with a sense of an age / something lasting.",2026-07-23T22:08:39.207Z
457,"lanternera.com",sharing,"""lantern"" (a carried light) + ""-era"" (an age of its own) — evokes lantern with a sense of an age of its own.",2026-07-23T22:08:39.207Z
458,"lanternflux.com",sharing,"""lantern"" (a carried light) + ""-flux"" (flow / constant motion) — evokes lantern with a sense of flow / constant motion.",2026-07-23T22:08:39.207Z
459,"lanternlume.com",sharing,"""lantern"" (a carried light) + ""-lume"" (light (from Latin lumen)) — evokes lantern with a sense of light.",2026-07-23T22:08:39.207Z
460,"lanternmira.com",sharing,"""lantern"" (a carried light) + ""-mira"" (wonder (from Latin mirari)) — evokes lantern with a sense of wonder.",2026-07-23T22:08:39.207Z
461,"lanternora.com",sharing,"""lantern"" (a carried light) + ""-ora"" (an hour / a shining moment) — evokes lantern with a sense of an hour / a shining moment.",2026-07-23T22:08:39.207Z
462,"lanternrune.com",sharing,"""lantern"" (a carried light) + ""-rune"" (an ancient symbol of meaning) — evokes lantern with a sense of an ancient symbol of meaning.",2026-07-23T22:08:39.207Z
463,"lanternsigil.com",sharing,"""lantern"" (a carried light) + ""-sigil"" (a symbol with power) — evokes lantern with a sense of a symbol with power.",2026-07-23T22:08:39.207Z
464,"lanternvel.com",sharing,"""lantern"" (a carried light) + ""-vel"" (swift and lively (from velocity)) — evokes lantern with a sense of swift and lively.",2026-07-23T22:08:39.207Z
465,"linkmira.com",sharing,"""link"" (a clickable connection) + ""-mira"" (wonder (from Latin mirari, to marvel)) — evokes link with a sense of wonder.",2026-07-23T22:05:03.813Z
466,"mesheon.com",sharing,"""mesh"" (a web of connected peers) + ""-eon"" (an age / something lasting) — evokes mesh with a sense of an age / something lasting.",2026-07-23T22:05:03.813Z
467,"meshetto.com",sharing,"""mesh"" (a web of connected peers) + ""-etto"" (little one (Italian diminutive)) — evokes mesh with a sense of little one.",2026-07-23T22:05:03.813Z
468,"meshmira.com",sharing,"""mesh"" (a web of connected peers) + ""-mira"" (wonder (from Latin mirari, to marvel)) — evokes mesh with a sense of wonder.",2026-07-23T22:05:03.813Z
469,"meshoso.com",sharing,"""mesh"" (a web of connected peers) + ""-oso"" (full of (Spanish/Italian -oso)) — evokes mesh with a sense of full of.",2026-07-23T22:05:03.813Z
470,"meshvel.com",sharing,"""mesh"" (a web of connected peers) + ""-vel"" (swift and lively (from velocity)) — evokes mesh with a sense of swift and lively.",2026-07-23T22:05:03.813Z
471,"nexusari.com",sharing,"""nexus"" (a connection hub) + ""-ari"" (a maker or keeper) — evokes nexus with a sense of a maker or keeper.",2026-07-23T22:05:03.813Z
472,"nexusetto.com",sharing,"""nexus"" (a connection hub) + ""-etto"" (little one (Italian diminutive)) — evokes nexus with a sense of little one.",2026-07-23T22:05:03.813Z
473,"nexusika.com",sharing,"""nexus"" (a connection hub) + ""-ika"" (bright and quick (playful coinage)) — evokes nexus with a sense of bright and quick.",2026-07-23T22:05:03.813Z
474,"nexusmira.com",sharing,"""nexus"" (a connection hub) + ""-mira"" (wonder (from Latin mirari, to marvel)) — evokes nexus with a sense of wonder.",2026-07-23T22:05:03.813Z
475,"nexusoso.com",sharing,"""nexus"" (a connection hub) + ""-oso"" (full of (Spanish/Italian -oso)) — evokes nexus with a sense of full of.",2026-07-23T22:05:03.813Z
476,"nexusvel.com",sharing,"""nexus"" (a connection hub) + ""-vel"" (swift and lively (from velocity)) — evokes nexus with a sense of swift and lively.",2026-07-23T22:05:03.813Z
477,"orbitetto.com",sharing,"""orbit"" (a shared path around a center) + ""-etto"" (little one (Italian diminutive)) — evokes orbit with a sense of little one.",2026-07-23T22:05:03.813Z
478,"orbitmira.com",sharing,"""orbit"" (a shared path around a center) + ""-mira"" (wonder (from Latin mirari, to marvel)) — evokes orbit with a sense of wonder.",2026-07-23T22:05:03.813Z
479,"orbitoso.com",sharing,"""orbit"" (a shared path around a center) + ""-oso"" (full of (Spanish/Italian -oso)) — evokes orbit with a sense of full of.",2026-07-23T22:05:03.813Z
480,"pingetto.com",sharing,"""ping"" (a quick hello to a server) + ""-etto"" (little one (Italian diminutive)) — evokes ping with a sense of little one.",2026-07-23T22:05:03.813Z
481,"pingika.com",sharing,"""ping"" (a quick hello to a server) + ""-ika"" (bright and quick (playful coinage)) — evokes ping with a sense of bright and quick.",2026-07-23T22:05:03.813Z
482,"pingmira.com",sharing,"""ping"" (a quick hello to a server) + ""-mira"" (wonder (from Latin mirari, to marvel)) — evokes ping with a sense of wonder.",2026-07-23T22:05:03.813Z
483,"pingoso.com",sharing,"""ping"" (a quick hello to a server) + ""-oso"" (full of (Spanish/Italian -oso)) — evokes ping with a sense of full of.",2026-07-23T22:05:03.813Z
484,"pingvel.com",sharing,"""ping"" (a quick hello to a server) + ""-vel"" (swift and lively (from velocity)) — evokes ping with a sense of swift and lively.",2026-07-23T22:05:03.813Z
485,"plazacairn.com",sharing,"""plaza"" (an open public square) + ""-cairn"" (a stack of stones that marks a path) — evokes plaza with a sense of a stack of stones that marks a path.",2026-07-23T22:08:39.207Z
486,"plazaera.com",sharing,"""plaza"" (an open public square) + ""-era"" (an age of its own) — evokes plaza with a sense of an age of its own.",2026-07-23T22:08:39.207Z
487,"plazaflux.com",sharing,"""plaza"" (an open public square) + ""-flux"" (flow / constant motion) — evokes plaza with a sense of flow / constant motion.",2026-07-23T22:08:39.207Z
488,"plazaix.com",sharing,"""plaza"" (an open public square) + ""-ix"" (a crisp modern tail (like Netflix)) — evokes plaza with a sense of a crisp modern tail.",2026-07-23T22:08:39.207Z
489,"plazalume.com",sharing,"""plaza"" (an open public square) + ""-lume"" (light (from Latin lumen)) — evokes plaza with a sense of light.",2026-07-23T22:08:39.207Z
